d1,c1,d2,c2,d3,c3,class
32,0.555,44,0.93,64,1.94,4
32,0.56,44,0.93,64,1.965,4
32,0.553,44,0.905,64,1.96,4
32,0.554,44,0.908,64,1.95,4
32,0.553,44,0.938,64,1.998,4
32,0.554,44,0.93,64,2,4
32,0.57,44,0.94,64,1.998,4
32,0.565,44,0.938,64,2.06,4
32,0.57,44,0.95,64,2,4
32,0.455,44,0.77,64,1.65,4
32,0.46,44,0.76,64,1.645,4
32,0.565,44,0.938,64,2.06,4
16,0.012,55,0.07,66,0.787,11
16,0.085,55,0.086,66,1,1
55,0.22,58,0.9,66,0.3,11
16,0.01,55,0.09,66,0.83,11
55,0.265,58,0.8,66,0.36,11
16,0.0097,55,0.108,66,0.95,11
66,0.97,16,0.0096,55,0.1,11
16,0.0096,55,0.1075,66,0.96,11
16,0.0096,55,0.1078,66,0.961,11
16,0.0095,55,0.1076,66,0.978,11
16,0.0095,55,0.1078,66,0.966,11
16,0.0094,55,0.105,66,0.978,11
16,0.0095,55,0.108,66,0.96,11
16,0.0093,55,0.103,66,0.978,11
16,0.0091,55,0.1075,66,0.978,11
16,0.0085,55,0.107,66,0.978,11
16,0.008,55,0.105,66,0.977,11
16,0.0084,55,0.098,66,0.978,11
16,0.0085,55,0.097,66,0.976,11
16,0.0085,55,0.096,66,0.976,11
16,0.0085,55,0.095,66,0.976,11
16,0.0085,55,0.08,66,0.975,11
16,0.0085,55,0.082,66,0.976,11
16,0.0097,55,0.108,66,0.965,11
16,0.0098,55,0.108,66,0.97,11
16,0.01,55,0.075,66,0.968,11
7,0.37,27,0.08,35,0.414,15
7,0.38,27,0.07,35,0.42,15
16,0.28,27,0.126,35,0.54,15
16,0.275,27,0.126,35,0.513,15
16,0.27,27,0.16,35,0.41,12
16,0.259,27,0.152,35,0.415,12
4,0.0077,5,0.0176,71,0,5
4,0.0077,5,0.0183,71,0,5
4,0.007,5,0.0185,71,0,5
4,0.005,5,0.02,71,0,5
4,0.004,5,0.03,71,0,5
66,0.02,71,0,71,0,5
4,0.0058,5,0.025,71,0,5
4,0.0075,5,0.023,71,0,5
4,0.008,5,0.03,71,0,5
3,0.035,4,0.045,71,0,5
3,0.04,4,0.04,71,0,5
3,0.035,4,0.047,71,0,5
3,0.037,4,0.047,71,0,5
3,0.033,4,0.044,71,0,5
3,0.034,4,0.044,71,0,5
3,0.0343,4,0.0442,71,0,5
3,0.03,4,0.04,71,0,5
3,0.0297,4,0.0396,71,0,5
16,0.078,29,1.15,71,0,16
16,0.073,29,1.17,71,0,3
16,0.078,29,1.191,71,0,16
16,0.08,29,1.2,71,0,16
16,0.072,29,1.21,71,0,16
16,0.0718,29,1.2,71,0,16
16,0.072,29,1.213,71,0,16
3,0.016,4,0.018,71,0,5
3,0.017,4,0.016,71,0,5
3,0.019,4,0.0163,71,0,5
3,0.0175,4,0.015,71,0,5
3,0.02,4,0.0164,71,0,5
3,0.0196,4,0.0165,71,0,5
3,0.018,4,0.015,71,0,5
3,0.0185,4,0.0166,71,0,5
3,0.019,4,0.0163,71,0,5
19,0.184,27,0.196,31,0.029,14
19,0.198,27,0.225,31,0.0299,7
19,0.199,27,0.223,31,0.03,7
19,0.19,27,0.225,31,0.029,14
19,0.199,27,0.223,31,0.028,7
19,0.19,27,0.23,31,0.028,7
19,0.199,27,0.223,31,0.025,7
19,0.199,27,0.223,31,0.025,7
34,0.35,48,0.37,64,0.89,4
34,0.34,48,0.368,64,0.9,4
34,0.3,48,0.4,64,0.97,4
34,0.31,48,0.42,64,1,4
34,0.305,48,0.45,64,0.9,4
34,0.31,48,0.46,64,0.92,4
34,0.31,48,0.5,64,0.92,4
34,0.3,48,0.46,64,0.83,4
34,0.37,48,0.39,64,0.88,4
34,0.34,48,0.43,64,0.85,4
34,0.315,48,0.44,64,0.84,4
34,0.314,48,0.44,64,0.83,4
34,0.314,48,0.44,64,0.83,4
34,0.56,48,0.55,64,2.6,4
34,0.6,48,0.605,64,2.74,4
34,0.59,48,0.6,64,2.82,4
34,0.6,48,0.603,64,2.83,4
34,0.6,48,0.6,64,2.8,4
34,0.58,48,0.62,64,2.8,4
34,0.58,48,0.62,64,2.76,4
34,0.48,48,0.48,64,2.24,4
34,0.47,48,0.49,64,2.22,4
34,0.592,48,0.62,64,2.82,4
34,0.477,48,0.48,64,2.23,4
34,0.48,48,0.483,64,2.235,4
34,0.623,48,0.605,64,2.8,4
34,0.518,48,0.508,64,2.2,4
34,0.625,48,0.61,64,2.8,4
34,0.53,48,0.52,64,2.16,4
34,0.58,48,0.6,64,2.85,4
34,0.5,48,0.53,64,2.2,4
34,0.58,48,0.62,64,2.85,4
34,0.5,48,0.58,64,2.2,4
34,0.58,48,0.64,64,2.9,4
34,0.475,48,0.58,64,2.3,4
34,0.48,48,0.57,64,2.35,4
34,0.61,48,0.635,64,2.85,4
34,0.46,48,0.58,64,2.3,4
34,0.6,48,0.635,64,2.87,4
34,0.57,48,0.64,64,2.85,4
34,0.463,48,0.58,64,2.3,4
34,0.53,48,0.65,64,2.85,4
34,0.5,48,0.66,64,2.87,4
34,0.457,48,0.58,64,2.32,4
34,0.55,48,0.65,64,2.85,4
34,0.46,48,0.58,64,2.32,4
34,0.56,48,0.66,64,2.85,4
34,0.565,48,0.67,64,2.85,4
34,0.465,48,0.6,64,2.32,4
34,0.47,48,0.53,64,2.15,4
34,0.59,48,0.633,64,2.9,4
34,0.47,48,0.528,64,2.148,4
34,0.583,48,0.64,64,2.84,4
34,0.593,48,0.639,64,2.81,4
34,0.47,48,0.52,64,2.1,4
34,0.593,48,0.63,64,2.84,4
34,0.62,48,0.6,64,2.85,4
34,0.63,48,0.6,64,2.84,4
34,0.626,48,0.61,64,2.8,4
34,0.48,48,0.5,64,2,4
34,0.626,48,0.613,64,2.87,4
34,0.48,48,0.49,64,2.05,4
34,0.63,48,0.61,64,2.854,4
34,0.626,48,0.6,64,2.848,4
34,0.61,48,0.59,64,2.8,4
34,0.633,48,0.6,64,2.85,4
34,0.628,48,0.58,64,2.848,4
34,0.613,48,0.611,64,2.8,4
34,0.99,27,0.105,35,1.03,8
34,1.08,27,0.092,35,1.06,8
34,1,27,0.086,35,1.33,8
34,1,27,0.085,35,1.378,8
34,1.05,27,0.11,35,1.15,8
34,1.1,27,0.115,35,1.18,8
34,1.1,27,0.12,35,1.21,8
34,1.15,27,0.121,35,1.24,8
34,1.177,27,0.12,35,1.33,8
34,1.11,27,0.11,35,1.24,8
34,1.177,27,0.11,35,1.33,8
34,1.11,27,0.11,35,1.24,8
34,1.33,27,0.258,59,1.186,8
34,1.3,27,0.252,59,1.174,8
34,1.28,27,0.25,59,1.16,8
27,0.196,34,1.38,59,1.272,8
32,0.73,27,0.21,64,3,4
32,0.75,27,0.25,64,3,4
32,0.75,27,0.247,64,3,4
32,0.745,27,0.245,64,3,4
32,0.74,27,0.247,64,3,4
32,0.743,27,0.246,64,3,4
32,0.74,27,0.249,64,3,4
32,0.741,27,0.25,64,3,4
27,0.25,32,0.741,64,3,4
16,0.064,34,1.5,64,0.878,8
16,0.067,34,1.54,64,0.86,8
16,0.063,34,1.495,64,0.89,8
16,0.064,34,1.49,64,0.885,8
16,0.063,34,1.49,64,0.896,8
32,0.654,34,0.564,31,0.009,7
32,0.654,34,0.564,31,0.008,7
32,0.654,34,0.564,31,0.0088,7
52,0.35,58,0.66,64,3.4,1
52,0.36,58,0.63,64,3.3,1
52,0.36,58,0.63,64,3.4,4
52,0.355,58,0.64,64,3.4,4
52,0.35,58,0.6,64,3.45,4
52,0.356,58,0.605,64,3.46,4
52,0.27,58,0.465,64,2.45,1
52,0.36,58,0.55,64,3.45,1
52,0.35,58,0.64,64,3.42,1
52,0.356,58,0.58,64,3.45,1
52,0.3,58,0.48,64,2.7,1
52,0.356,58,0.6,64,3.45,1
52,0.32,58,0.52,64,2.65,1
52,0.288,58,0.44,64,2.76,1
52,0.28,58,0.504,64,2.76,1
58,0.44,64,2.75,52,0.28,1
52,0.275,58,0.5,64,2.75,1
52,0.23,58,0.8,64,3,4
52,0.25,58,0.8,64,3,4
52,0.25,58,0.9,64,2.8,4
52,0.28,58,0.88,64,2.75,4
52,0.3,58,0.84,64,2.75,4
52,0.26,58,0.96,64,2.8,4
52,0.224,58,0.72,64,2.24,4
52,0.25,58,0.9,64,2.75,4
52,0.3,58,0.83,64,2.8,4
52,0.31,58,0.88,64,2.65,4
52,0.25,58,0.74,64,2.2,1
52,0.35,58,0.86,64,2.75,4
52,0.39,58,0.87,64,2.7,4
52,0.28,58,0.78,64,2.14,4
52,0.33,58,0.87,64,2.75,4
52,0.37,58,0.86,64,2.73,4
52,0.3,58,0.72,64,2.1,4
52,0.4,58,0.8,64,2.75,4
52,0.45,58,0.75,64,2.78,4
52,0.38,58,0.7,64,2.05,4
52,0.27,58,0.85,64,2.88,4
52,0.25,58,0.9,64,2.85,4
52,0.3,58,0.83,64,2.85,4
52,0.34,58,0.8,64,2.84,4
52,0.42,58,0.7,64,2.8,4
52,0.5,58,0.7,64,2.76,4
52,0.43,58,0.6,64,2.8,4
52,0.48,58,0.57,64,2.78,4
52,0.48,58,0.5,64,2.8,4
52,0.5,58,0.45,64,2.85,4
52,0.7325,35,0.2015,64,3,4
52,0.26,35,0.54,64,3,4
52,0.265,35,0.53,64,3,4
52,0.25,58,0.58,64,3,4
52,0.262,58,0.6,64,2.9,4
52,0.26,58,0.57,64,3,4
52,0.27,58,0.55,64,3,4
52,0.27,58,0.55,64,3,4
52,0.265,35,0.55,64,3,4
52,0.265,35,0.615,64,3,4
52,0.27,35,0.61,64,3,4
52,0.273,35,0.612,64,3,4
52,0.255,35,0.6,64,3,4
52,0.262,35,0.613,64,3,4
52,0.258,35,0.606,64,3,4
52,0.208,35,0.48,64,2.4,4
52,0.203,35,0.488,64,2.4,4
52,0.253,35,0.605,64,3,4
52,0.2615,35,0.608,64,3,4
52,0.214,35,0.45,64,2.4,4
52,0.203,35,0.475,64,2.4,4
52,0.26,35,0.605,64,3,4
52,0.265,35,0.608,64,3,4
52,0.223,35,0.45,64,2.4,4
52,0.27,35,0.61,64,3,4
52,0.272,35,0.615,64,3,4
52,0.23,35,0.462,64,2.4,4
52,0.271,35,0.605,64,3,4
52,0.25,35,0.462,64,2.4,4
52,0.278,35,0.6,64,3,4
52,0.28,35,0.45,64,2.4,4
52,0.3,35,0.45,64,2.4,4
52,0.29,35,0.45,64,2.45,4
52,0.295,35,0.61,64,3,4
44,0.95,50,2.83,31,0.16,10
44,1,50,2.85,31,0.15,10
44,1,50,2.8,31,0.2,10
44,1.02,50,2.78,31,0.163,10
44,1.02,50,2.75,31,0.162,10
44,1.03,50,2.78,31,0.16,10
44,1.05,50,2.781,31,0.16,10
44,1,50,2.8,31,0.16,10
44,1.09,50,2.7,31,0.168,10
44,1.1,50,2.7,31,0.17,10
44,1.1,50,2.73,31,0.17,10
44,1.12,50,2.68,31,0.2,10
44,1.1,50,2.72,31,0.17,10
44,1.12,50,2.7,31,0.18,10
44,1.12,50,2.75,31,0.186,10
44,1.13,50,2.76,31,0.189,10
44,1.13,50,2.76,31,0.185,10
50,2.77,31,0.188,44,1.15,10
16,0.0192,23,0.0888,31,0.06,14
16,0.0195,23,0.09,31,0.063,14
16,0.017,23,0.09,31,0.07,14
16,0.02,23,0.105,31,0.083,14
16,0.021,23,0.107,31,0.086,14
16,0.018,23,0.11,31,0.086,14
16,0.019,23,0.115,31,0.09,14
16,0.02,23,0.103,31,0.0875,14
16,0.02,23,0.1,31,0.0875,14
16,0.019,23,0.1,31,0.088,14
16,0.018,23,0.1,31,0.09,14
16,0.0181,23,0.1035,31,0.0909,14
16,0.0193,23,0.1,31,0.084,14
16,0.0194,23,0.1,31,0.0835,14
16,0.019,23,0.1,31,0.085,14
16,0.019,23,0.103,31,0.086,14
16,0.0188,23,0.104,31,0.084,14
16,0.0192,23,0.102,31,0.087,14
16,0.019,23,0.102,31,0.084,14
16,0.0192,23,0.101,31,0.085,14
16,0.019,23,0.102,31,0.084,14
4,0.082,5,0.017,71,0,5
3,0.0012,4,0.07,5,0.0125,5
3,0.0007,4,0.076,5,0.015,5
3,0.0007,4,0.079,5,0.014,5
3,0.0007,4,0.077,5,0.0138,5
16,0.004,55,0.15,66,0.535,11
16,0.0036,55,0.135,66,0.4815,11
16,0.0032,55,0.13,66,0.48,11
16,0.0031,55,0.139,66,0.48,11
16,0.003,55,0.133,66,0.48,11
16,0.003,55,0.14,66,0.52,11
16,0.0024,55,0.138,66,0.5,11
16,0.0024,55,0.14,66,0.54,11
16,0.002,55,0.138,66,0.52,11
16,0.0029,55,0.14,66,0.51,11
16,0.0023,55,0.138,66,0.49,11
16,0.002,55,0.145,66,0.5,11
16,0.0025,55,0.138,66,0.485,11
16,0.002,55,0.143,66,0.498,11
32,0.282,27,0.203,66,0.205,12
32,0.289,27,0.195,66,0.195,12
7,0.815,48,0.47,64,1.235,8
7,0.8,48,0.47,64,1.233,8
7,0.8,48,0.48,64,1.233,8
7,0.81,48,0.476,64,1.23,8
34,0.66,48,0.43,64,2.06,4
34,0.69,48,0.425,64,2,4
34,0.65,48,0.423,64,2,4
34,0.61,48,0.41,64,1.96,4
34,0.6,48,0.468,64,2.118,4
34,0.61,48,0.47,64,2.13,4
3,0.041,4,0.045,5,0.047,14
3,0.041,4,0.044,5,0.047,14
8,0.52,48,0.49,64,2.4,4
8,0.52,48,0.48,64,2.41,4
8,0.53,48,0.483,64,2.4,4
8,0.52,48,0.485,64,2.41,4
8,0.5,48,0.49,64,2.43,4
8,0.49,48,0.5,64,2.45,4
8,0.52,48,0.485,64,2.43,4
8,0.52,48,0.483,64,2.45,4
8,0.45,48,0.45,64,2.2,4
8,0.44,48,0.44,64,2.2,4
8,0.47,48,0.46,64,2.3,4
8,0.5,48,0.46,64,2.35,4
8,0.51,48,0.53,64,2.3,4
8,0.485,48,0.5,64,2.25,4
8,0.53,48,0.5,64,2.3,4
8,0.5,48,0.48,64,2.25,4
8,0.53,48,0.47,64,2.3,4
8,0.55,48,0.475,64,2.25,4
8,0.495,48,0.53,64,2.475,4
8,0.425,48,0.455,64,2.125,4
8,0.425,48,0.455,64,2.12,4
8,0.497,48,0.53,64,2.475,4
8,0.43,48,0.46,64,2.11,4
8,0.435,48,0.465,64,2.1,4
8,0.515,48,0.525,64,2.46,4
8,0.45,48,0.46,64,2.09,4
8,0.46,48,0.46,64,2.08,4
16,0.0025,29,0.023,71,0,5
16,0.0024,29,0.022,71,0,5
16,0.0025,29,0.02,71,0,5
16,0.0022,29,0.021,71,0,5
16,0.002,29,0.019,71,0,5
16,0.0019,29,0.0187,71,0,5
16,0.0021,29,0.02,71,0,5
16,0.0018,29,0.0187,71,0,5
16,0.0019,29,0.0197,71,0,5
3,0.0177,4,0.014,5,0.0103,5
3,0.018,4,0.0162,5,0.0123,5
3,0.0195,4,0.016,5,0.0115,5
3,0.021,4,0.018,5,0.0123,5
3,0.024,4,0.022,5,0.015,5
3,0.023,4,0.021,5,0.014,5
3,0.0235,4,0.023,5,0.0143,5
3,0.043,4,0.04,5,0.025,5
3,0.043,4,0.042,5,0.0252,5
3,0.0438,4,0.042,5,0.026,5
3,0.043,4,0.041,5,0.0255,5
3,0.043,4,0.041,5,0.0255,5
3,0.043,4,0.0418,5,0.024,5
3,0.043,4,0.041,5,0.025,5
3,0.0435,4,0.038,5,0.024,5
3,0.044,4,0.041,5,0.0245,5
3,0.044,4,0.0418,5,0.024,5
3,0.044,4,0.0416,5,0.0238,5
3,0.046,4,0.042,5,0.023,5
3,0.0463,4,0.0422,5,0.0228,5
3,0.044,4,0.045,5,0.023,14
3,0.045,4,0.043,5,0.0228,14
3,0.044,4,0.042,5,0.0245,5
3,0.044,4,0.043,5,0.0243,5
3,0.044,4,0.04,5,0.0246,14
3,0.043,4,0.041,5,0.0245,5
3,0.043,4,0.042,5,0.024,5
3,0.0425,4,0.043,5,0.024,5
3,0.043,4,0.0425,5,0.0235,5
3,0.043,4,0.043,5,0.0233,5
3,0.045,4,0.043,5,0.023,5
3,0.047,4,0.044,5,0.022,5
3,0.045,4,0.0428,5,0.023,5
3,0.047,4,0.043,5,0.022,5
3,0.043,4,0.04,5,0.026,5
3,0.047,4,0.039,5,0.024,5
3,0.045,4,0.039,5,0.025,5
3,0.045,4,0.038,5,0.024,5
3,0.045,4,0.04,5,0.0245,5
3,0.045,4,0.04,5,0.0245,5
3,0.044,4,0.0388,5,0.025,5
3,0.044,4,0.0388,5,0.025,5
3,0.045,4,0.0418,5,0.0248,5
3,0.0442,4,0.042,5,0.025,5
3,0.042,4,0.0428,5,0.025,5
3,0.0428,4,0.043,5,0.025,5
3,0.044,4,0.042,5,0.025,5
3,0.045,4,0.0406,5,0.0247,5
3,0.044,4,0.043,5,0.026,14
3,0.044,4,0.0435,5,0.0257,14
19,0.396,23,0.0128,31,0.124,12
19,0.388,23,0.013,31,0.122,12
19,0.396,23,0.013,31,0.127,12
19,0.39,23,0.0133,31,0.125,12
19,0.396,23,0.0136,31,0.129,12
19,0.396,23,0.013,31,0.13,12
19,0.396,23,0.0145,31,0.13,12
19,0.392,23,0.0137,31,0.128,12
19,0.392,23,0.014,31,0.132,12
19,0.4,23,0.014,31,0.122,12
19,0.4,23,0.015,31,0.125,12
19,0.4,23,0.017,31,0.13,12
19,0.39,23,0.016,31,0.125,12
19,0.39,23,0.017,31,0.123,12
19,0.392,23,0.0178,31,0.123,12
23,0.018,31,0.123,19,0.392,12
19,0.395,23,0.0185,31,0.123,12
19,0.4,23,0.0189,31,0.124,12
19,0.4,23,0.019,31,0.126,12
19,0.413,23,0.0185,31,0.1258,12
19,0.41,23,0.019,31,0.127,12
19,0.413,23,0.02,31,0.128,12
19,0.394,23,0.0257,31,0.121,12
19,0.395,23,0.026,31,0.119,12
29,0.186,66,0.12,71,0,3
29,0.19,66,0.19,71,0,3
29,0.186,66,0.14,71,0,3
29,0.185,66,0.19,71,0,3
29,0.178,66,0.17,71,0,3
69,0.22,66,0.148,71,0,3
69,0.24,66,0.13,71,0,3
69,0.26,66,0.13,71,0,3
69,0.252,66,0.133,71,0,3
66,0.15,71,0,71,0,3
66,0.155,71,0,71,0,3
34,1.33,48,1.77,64,0.9,8
34,1.38,48,1.7,64,0.95,8
34,1.4,48,1.85,64,0.95,8
34,1.4,48,1.83,64,0.94,8
34,1.36,48,1.7,64,0.94,8
34,1.37,48,1.78,64,0.9,8
34,1.37,48,1.87,64,0.9,8
34,1.37,48,1.8,64,0.95,8
34,1.37,48,1.82,64,0.92,8
34,1.37,48,1.81,64,0.93,8
34,1.38,48,1.83,64,0.91,8
34,1.39,48,1.84,64,0.93,8
34,1.38,48,1.87,64,0.95,8
34,1.35,48,1.88,64,0.93,8
34,1.355,48,1.883,64,0.93,8
34,1.355,48,1.885,64,0.925,8
34,1.353,48,1.883,64,0.93,8
34,1.352,48,1.888,64,0.93,8
34,1.355,48,1.885,64,0.91,8
34,1.358,48,1.888,64,0.9,8
34,1.47,48,1.73,64,0.95,8
34,1.46,48,1.75,64,0.96,8
34,1.5,48,1.9,64,0.97,8
34,1.52,48,2,64,0.96,8
34,1.55,48,2,64,0.96,8
6,0.436,23,0.135,31,0.022,7
6,0.44,23,0.14,31,0.022,7
6,0.42,23,0.135,31,0.021,7
6,0.42,23,0.14,31,0.02,7
6,0.42,23,0.142,31,0.019,7
6,0.45,23,0.138,31,0.02,7
6,0.5,23,0.137,31,0.017,7
6,0.445,23,0.138,31,0.0225,7
6,0.44,23,0.136,31,0.022,7
6,0.44,23,0.133,31,0.022,7
16,0.22,34,0.276,31,0.03,7
6,0.44,23,0.135,31,0.021,7
16,0.198,34,0.27,31,0.027,7
16,0.19,34,0.35,31,0.03,7
16,0.2,34,0.32,31,0.035,7
16,0.19,34,0.34,31,0.032,7
16,0.2,34,0.33,31,0.034,7
16,0.19,17,0.39,31,0.022,7
16,0.186,17,0.39,31,0.022,7
16,0.187,17,0.388,31,0.023,7
17,0.065,23,0.03,31,0.045,14
17,0.063,23,0.029,31,0.044,14
17,0.06,23,0.028,31,0.041,14
17,0.056,23,0.028,31,0.045,14
17,0.06,23,0.027,31,0.041,14
17,0.059,23,0.0275,31,0.0415,14
17,0.059,23,0.0278,31,0.0418,14
17,0.0585,23,0.028,31,0.042,14
17,0.0587,23,0.028,31,0.042,14
17,0.059,23,0.0275,31,0.0425,14
17,0.0587,23,0.029,31,0.045,14
17,0.058,23,0.0288,31,0.044,14
17,0.0588,23,0.0293,31,0.045,14
17,0.059,23,0.0298,31,0.045,14
17,0.0588,23,0.0298,31,0.044,14
17,0.0587,23,0.03,31,0.0441,14
17,0.0587,23,0.0287,31,0.045,14
17,0.0587,23,0.0283,31,0.045,14
17,0.0587,23,0.029,31,0.045,14
17,0.0585,23,0.0292,31,0.045,14
17,0.0587,23,0.0292,31,0.044,14
17,0.06,23,0.0295,31,0.045,14
17,0.0587,23,0.028,31,0.045,14
17,0.059,23,0.0283,31,0.045,14
17,0.059,23,0.0285,31,0.044,14
17,0.059,23,0.029,31,0.0445,14
17,0.0595,23,0.029,31,0.044,14
17,0.06,23,0.03,31,0.0445,14
17,0.06,23,0.03,31,0.042,14
17,0.061,23,0.032,31,0.041,14
17,0.0613,23,0.032,31,0.0415,14
17,0.0615,23,0.03,31,0.0418,14
17,0.0613,23,0.032,31,0.0417,14
17,0.0612,23,0.032,31,0.0415,14
17,0.0616,23,0.0321,31,0.0417,14
17,0.0618,23,0.032,31,0.042,14
17,0.061,23,0.032,31,0.0417,14
17,0.0609,23,0.0315,31,0.0416,14
32,1.38,42,0.063,29,2.43,2
32,1.38,42,0.065,29,2.48,2
32,1.35,42,0.068,29,2.43,2
32,1.26,42,0.072,29,2.4,2
32,1.22,42,0.075,29,2.39,2
32,0.418,34,0.704,64,2.09,2
32,0.42,34,0.71,64,2.1,2
32,0.412,34,0.68,64,2.05,4
32,0.41,34,0.69,64,2.05,4
32,0.412,34,0.72,64,2.1,4
32,0.41,34,0.7,64,2.1,4
32,0.4,34,0.6,64,2.1,4
32,0.395,34,0.61,64,2.1,4
32,0.4,34,0.62,64,2.11,4
32,0.4,34,0.625,64,2,4
32,0.4,34,0.64,64,2.03,4
32,0.42,34,0.63,64,2.1,4
32,0.41,34,0.64,64,2.08,4
32,0.41,34,0.642,64,2.08,4
52,0.38,55,1.26,58,1.46,1
52,0.36,55,1.29,58,1.48,1
52,0.353,55,1.3,58,1.45,1
52,0.349,55,1.31,58,1.436,1
52,0.315,55,1.54,58,1.63,1
52,0.32,55,1.6,58,1.7,1
52,0.294,55,1.63,58,1.54,1
52,0.29,55,1.64,58,1.5,1
52,0.29,55,1.68,58,1.43,1
52,0.29,55,1.67,58,1.45,1
52,0.3,55,1.7,58,1.33,1
52,0.3,55,1.73,58,1.45,1
52,0.3,55,1.77,58,1.25,1
52,0.3,55,1.8,58,1.23,1
52,0.3,55,1.724,58,1.28,1
52,0.295,55,1.73,58,1.27,1
52,0.295,55,1.698,58,1.26,1
52,0.286,55,1.683,58,1.261,1
52,0.27,55,1.69,58,1.2,1
52,0.268,55,1.695,58,1.21,1
52,0.27,55,1.685,58,1.2,1
52,0.269,55,1.69,58,1.2,1
52,0.269,55,1.69,58,1.2,1
16,0.0083,48,0.94,58,1.5,1
16,0.009,48,1.03,58,1.65,1
16,0.0085,48,0.94,58,1.57,1
16,0.009,48,0.93,58,1.45,1
16,0.0085,48,0.912,58,1.4,1
16,0.011,48,0.93,58,1.3,1
48,0.93,58,1.27,16,0.012,1
16,0.015,48,0.91,58,1.2,1
16,0.017,48,0.92,58,1.4,1
16,0.0143,48,0.87,58,1.274,1
16,0.0145,48,0.85,58,1.26,1
16,0.015,48,1.1,58,1.55,1
16,0.02,48,1.05,58,1.52,1
16,0.03,48,1,58,1.5,1
16,0.04,48,0.95,58,1.52,1
16,0.04,48,0.978,58,1.478,1
16,0.05,48,0.978,58,1.5,1
16,0.043,48,0.978,58,1.5,1
16,0.043,48,1,58,1.5,1
16,0.041,48,0.98,58,1.5,1
16,0.04,48,0.99,58,1.495,1
16,0.04,48,0.98,58,1.36,1
16,0.0408,48,0.979,58,1.4,1
16,0.04,48,0.99,58,1.36,1
16,0.032,48,0.8,58,1.176,1
16,0.04,48,0.985,58,1.358,1
16,0.032,48,0.8,58,1.168,1
34,1.02,48,1.92,35,0.51,9
34,1,48,1.9,35,0.52,9
34,1,48,1.89,35,0.55,9
34,1.07,48,1.887,35,0.52,9
34,0.95,48,1.97,35,0.62,9
34,0.95,48,2.18,35,0.596,9
34,0.76,48,1.744,35,0.477,9
34,0.95,48,2.2,35,0.56,9
34,0.79,48,1.745,35,0.45,9
34,0.98,48,2.2,35,0.5,9
34,0.81,48,1.76,35,0.42,9
34,0.97,48,2.2,35,0.52,9
34,0.8,48,1.75,35,0.43,9
34,0.95,48,2.2,35,0.54,9
34,0.77,48,1.74,35,0.45,9
34,0.92,48,2.2,35,0.6,9
34,0.75,48,1.73,35,0.48,9
34,0.89,48,2.14,35,0.512,9
34,0.75,48,1.7,35,0.48,9
34,0.89,48,2.138,35,0.5,9
34,0.87,48,2.135,35,0.488,9
34,0.896,48,2.1,35,0.488,9
34,0.9,48,2.13,35,0.5,9
34,0.894,48,2.137,35,0.5,9
34,0.913,48,2.135,35,0.5026,9
34,0.91,48,2.1,35,0.48,9
34,0.92,48,2.05,35,0.475,9
34,0.982,48,2.05,35,0.494,9
34,0.983,48,2.08,35,0.495,9
34,0.982,48,2.05,35,0.494,9
34,0.983,48,2.08,35,0.495,9
34,0.786,48,1.64,35,0.396,9
34,0.98,48,2.06,35,0.494,9
34,0.982,48,2.055,35,0.495,9
34,0.95,48,2.2,35,0.55,9
34,0.786,48,1.6,35,0.396,9
34,0.785,48,1.58,35,0.396,9
44,1.04,50,2.7,31,0.16,10
44,1.04,50,2.6,31,0.165,10
44,1.04,50,2.7,31,0.165,10
44,1.03,50,2.73,31,0.163,10
44,0.83,50,2.16,31,0.132,10
44,0.98,50,2.78,31,0.167,10
44,0.98,50,2.85,31,0.167,10
44,0.83,50,2.08,31,0.13,10
44,0.98,50,2.81,31,0.167,10
44,1,50,2.85,31,0.163,10
44,1,50,2.9,31,0.165,10
44,0.84,50,3,31,0.167,10
44,0.84,50,3,31,0.16,10
44,0.95,50,2.93,31,0.162,10
44,0.945,50,2.9,31,0.162,10
44,0.84,50,2.98,31,0.161,10
44,0.84,50,2.96,31,0.16,9
44,0.86,50,2.96,31,0.158,10
44,0.88,50,2.96,31,0.155,10
34,0.62,48,1.9,31,0.055,10
34,0.65,48,2,31,0.075,10
34,0.67,48,1.9,31,0.088,10
34,0.7,48,1.85,31,0.088,10
34,0.69,48,1.8,31,0.085,10
34,0.69,48,1.782,31,0.086,10
34,0.7,48,1.83,31,0.0863,10
34,0.76,48,1.96,31,0.0946,10
34,0.784,48,2.05,31,0.0967,10
34,0.78,48,2.11,31,0.0968,10
34,0.784,48,2.13,31,0.097,10
34,0.78,48,2.12,31,0.0968,10
34,0.781,48,2.15,31,0.0966,10
34,0.78,48,2.15,31,0.0967,10
34,0.782,48,2.148,31,0.0968,10
34,0.78,48,2.16,31,0.0967,10
34,0.77,48,2.138,31,0.0967,10
34,0.76,48,2,31,0.097,10
34,0.755,48,2.15,31,0.095,10
34,0.76,48,2.1,31,0.098,10
34,0.7475,48,2.129,31,0.094,10
34,0.77,48,2.1,31,0.096,10
34,0.73,48,2.135,31,0.09,10
34,0.74,48,2.14,31,0.085,10
34,0.78,48,2.242,31,0.0816,10
34,0.65,48,1.584,31,0.071,10
34,0.645,48,1.597,31,0.072,10
34,0.7,48,1.77,31,0.086,10
34,0.695,48,1.775,31,0.086,10
34,0.75,48,1.773,31,0.08,10
34,0.72,48,1.773,31,0.07,10
